voted_up,review,playtime_forever
True,Perfect game ever since update 2.0 still feel sad every time I want to stay in your house comes on the radio,94.48333333333333
True,"This game is mind blowing in terms of graphics, story, and pacing.
would recommend.",23.266666666666666
True,ksupna samurai exoume mia ergatikh taksh na apeleutherwsoume,0.25
True,Decent game would look better on a better graphics card,24.85
True,"Cyberpunk 2077 is an iconic game, highly recommended, emotional, exceptionally deep and heartfelt narrative and character arcs.",43.61666666666667
True,"Massive game that's fantastic now that they fixed it up and dlc is out.
Got on it choom!",147.13333333333333
True,amazing game 10/10! love keanu reeves <33 wish i could play for the first time again,107.2
True,5 of 5 stars,177.15
False,Bu kadar hata ve bug yazik olmus...,90.51666666666667
True,Preem,212.08333333333334
True,best game,40.38333333333333
True,"Cyberpunk's a good game for the most part; it's definitely fun. While it does have more than a few bugs, most of them are just immersion-breaking rather than game-breaking. Only once did I have to reload a save to fix a bug that wouldn't let me progress.
The game itself is just okay in my opinion. Combat is weird and is either trivialized with quickhacks or made very difficult if just relying on pure brute force. The crafting system isn't explained at all and I went about 10 hours without using it whatsoever. Even now I still haven't used it that much.
The story is the main driver of the game, with everything I make V say seems to matter in some way. It's refreshing to have an impact on the story, where there is no illusion of choice. 
Overall I recommend, just not as highly as other games.",29.333333333333332
True,👍,3.7
True,what a game and the redemption of dt project red,27.816666666666666
True,W Game,119.51666666666667
True,This game make me want to kill my self after help others,350.51666666666665
True,One of the best games of all time,184.06666666666666
True,just play it.,9.8
True,"+ rep 
ts so good + boobs

had to save a man whos half human cyberpenis was malfunctioning 

runs very well on ultra / no raytracing
game looks like real life
DLSS makes it look like ♥♥♥♥ dont even bother just play at 50fps at ultra.

-rep
90 percent of the radio stations are complete steamy piles of ♥♥♥♥♥♥♥♥♥, sounds like millenial polish hemmeroids, 
physics are goofy asf and the game crashes sometimes.

Overall good game i will continue playing.",21.333333333333332
True,Awesome game,466.81666666666666
True,so much trauma,80.96666666666667
True,Best Game I ever Played,13.716666666666667
True,Hell of a game. And decisions matter much more than you can imagine. Real deep.,67.81666666666666
False,"Vakit kaybı
",52.6
True,"From zero to hero.
Huge congratulations to CDPR.
Masterpiece.",378.93333333333334
True,"amazing storyline, visuals and playstyle",92.43333333333334
True,,124.71666666666667
True,"best story narrative design, best cinematics",83.36666666666666
False,"Nice game but crash a lot
",25.666666666666668
True,happy ending? whats that?,61.4
True,Awesome game would definitely recomend to other players 10/10,30.3
True,"Awesome game, good mod support, almost endlessly replayable",196.33333333333334
True,good,36.71666666666667
True,"I finally got around to completing all the endings to this game after like a year HOORAY

honestly Cyberpunk is all around ONE OF MY TOP 5s NOW genuinely a masterpiece from the missions to the characters 

I can not recommend it enough, I also think V is a amazing character and I got attached to mine as I played more :3

DLC is also good, nice rest stop after the Pacifica storyline (♥♥♥♥ the VOODOO BOYS)",153.33333333333334
True,Goated,464.6166666666667
True,Be ready to cry alot,167.33333333333334
True,Its a great game took a while but I finally snagged it for 20$ the controls are horrible  and the tutorial sucks to play but it's pretty fun,16.75
True,"Best game after The Witcher 3 Wild Hunt. Almost everything is connected in this game. 
Great world building and above else well written characters.
Where ever you go which ever hostile NPC you loot you can read something that will deepen the world, tell you something more about recurring side characters, that location, the faction that NPC belonged to etc. The game isn't shallow, the character ain't shallow everything is on point with this game!

Literally a MASTERPIECE.",155.91666666666666
True,amazing...still alot to exlplore,209.06666666666666
True,Simply the best,208.88333333333333
True,"This game is an absolute masterpiece. love the gameplay, one of the best RPGs ever",24.85
True,"WALK ..... WALK

DON'T WALK",121.95
True,i love this game vro,69.06666666666666
True,"Buy it choom, Sh*ts peak.",49.18333333333333
False,"For a triple A game its pretyy unpolished with terrible UI's and gunplay, hte only redeeming factor is the story and its hard to get through when the game crashes half the time.",12.55
True,"The future is coming, dude",108.41666666666667
True,"Although it ultimately started off rocky, this game has grown so much performance wise and the updates have been an extremely huge improvement to the gameplay overall. Overall 9/10, would recommend.",586.6666666666666
True,aujgh. its good,96.73333333333333
True,"i think this is the best game I've genially ever played i had fun threw out the entire game cried, laughed and smiled i just wish it wouldn't have ended even with it taking 70+ hours cant wait for cyberpunk 2 and will be buying it the day it comes out",42.5
True,W game took me a longtime to beat it ending was chill but yeah idk it was id say good game boss fight was a bit of a bore buttt it was fun :D,78.51666666666667
True,"Really fun, combat is sometimes annoying, but runs shockingly well on my pc. Looks amazing, highly recommend",22.883333333333333
True,"Started rough, but became one of the best RPG's ever due to years of patches, player mods and expanded content. Really worth your time.",50.166666666666664
True,you kill ppl an du can customize the pecker,66.05
True,"its tuff
",25.733333333333334
True,"I skipped this game at launch after hearing about performance issues, and finally picked it up at the beginning of 2026.

Cyberpunk is actually one of the best games I've ever played. The city looks insanely beautiful all the time, like every street corner and building has got so much detail it honestly feels like it could be a real place and not just a game map. Sometimes I would just drive around for an hour because the lights and rain and music together felt so cool. CD PROJEKT RED is crazy good at world building. The story is also super well written and emotional. The characters feel real and you actually start caring about them after awhile. Especially V and Johnny, their conversations are really deep and makes you think about things differently. There’s so many moments that hit hard emotionally. Gameplay is fun too for anyone that enjoys buildcrafting but honestly the main reason this game stands out is because of the atmosphere and narrative. It feels more like art then just another open world game.",124.61666666666666
True,top 10 juegasos de la historia,182.75
True,"Never played it when it first launched, but I have to same the game delivers that action adventure open world RPG itch, great game.",111.15
True,"Very nice photo mode cuzz, selfies for days!",59.166666666666664
True,"Anything but Embers. 
",242.26666666666668
True,had a lot of fun during this game. especially when i cracked panam,49.516666666666666
True,pretty cool man,83.0
True,amazing,15.033333333333333
True,Great game...,84.83333333333333
True,Cant wait for the sequel in 2077,285.4
True,mindblowing,6.583333333333333
True,I started bc i wanted to kill adam smasher but its peak,46.78333333333333
True,"few bugs remain, love the game, the driving is kinda anoying sometimes",287.8333333333333
True,sandy go brrrrrrrrrrrrr,62.166666666666664
False,"Cutscene simulator 2077. 10 minutes of gameplay then 45 minutes of talking to NPC's, following NPC'S or just sitting there whilst an NPC drives you around. good lord, how boring",10.55
True,sim,112.41666666666667
True,fun,88.8
True,I love this game,96.05
True,Good fun.,154.91666666666666
True,Awesome,60.166666666666664
True,"327hrs in and still haven't finished the main storyline!
Cyberpunk is one of those games where you wish you had more hours in the day just to spend time in night city (game world).
the world building, combat, leveling system is very polished and appealing.
there are still some bugs here and there but all in all stable, addictive and very fun.

Gameplay: 9/10
Graphics: 10/10
Story: 9.5/10
Verdict: 9.5/10",340.48333333333335
True,"This game is one of the Best RPG Future Based Game out in the Global Market. The graphics are insane, but the graphics cost pretty a price... In my PC with this specs, I got approx 100 fps with dlss frame generation and ultimate settings (without Ray Tracing). 
Overall the Game is outstanding...",56.55
True,"GG.

Installed the game on my Macbook Pro M5 Pro, runs great.",16.616666666666667
True,the best,39.46666666666667
True,Cool vibes.,53.88333333333333
True,cyberpeak,116.61666666666666
True,Top-notch game!,203.45
True,213,213.35
True,10/10,19.366666666666667
True,very good game would play again for the first time lowk gotta play this ♥♥♥♥ high,131.15
True,"I stayed away from this game for five years due to how bad the launch was, and after it being in my library for the past six months I decided to give it a shot.

This game is phenomenal. I have not felt this way about a game since New Vegas and I do not say that lightly. From start to end this game had me hooked, immersed and coming back for more. The gameplay loop is engaging and always adding a new spin to it, keeping the experience fresh. The world is immersive yet in a way that isn't merely a flashy spectacle that doesn't take away from the core gameplay. The characters are top notch and well written, so even if I don't agree or like what a character is doing I can completely understand the thought process and decisions they make.

If you were like me and steered clear of this game because of the launch and its horrible performance, I highly recommend you play this game, you won't regret it.",59.983333333333334
True,"Love it!!
",6.733333333333333
True,One of the best games of all time despite the terrible launch,66.71666666666667
True,best game ever,141.7
True,"i remember when this came out so many people complained about how bad it was, i finally played it for myself and concluded those people are dumb, spoiled, just need something to cry about because WOW what a great freaking game.... yea theres some glitches here and there but thats expected for how extremely massive the size of the game is while also being very optimized and not taking up that much storage space, truly impressive.... cannot believe people cried about this game. ive played GTA since its been around, this game makes GTA look like the early Sims games. stories are great, probably keanu's best work as johnny silverhand and thats saying alot... very immersive for the free play and story side as well... not enough room to say how good this game is, just get it, you wont regret it",123.38333333333334
True,best game oat,66.96666666666667
True,It says i have 11 hours. Understand i mainly played this game on my Series X. This game will BLOW YOUR MIND EVERYTIME! I have ALL THE HOURS!!!  10/10,18.616666666666667
True,Impressive graphics and story is great too,13.183333333333334
True,"Don't bow down to the corps V, Stand on your own two feet",65.28333333333333
True,"I just started playing and I'm hooked. I'm not a GTA or first-person fan but the story and aesthetics of this game are very compelling. I was so sad when they killed my choom, Jackie. Also, these cops are always out to get me for no reason, what's up with that?! I really like that you can pick the color of your character's pubis. That's a real nice touch. I don like my character's voice, he sounds like a douche frat boy from Michigan, but whatever. Runs just great on my lemon laptop.",72.93333333333334
True,The game isn't buggy anymore! (If you can turn a blind eye to the small things) Peak story and would help Johnny take down Arasaka again any time,126.71666666666667
True,love it is intriguen. and fun,50.61666666666667
True,"Please, if you can buy this game, i beg you to do it. 

I can’t put into words how good this game is. It is not perfect, the start was VERY rough, but in 2026, it is one of if not the best game you can play. Depends on what you like.

-RPG elements : Not the most fleshed out, after all you are playing as your V and not a completely made-up character. Still, they’re very, very good. Also it‘s important to mention that this decision opened many great possibilities in the game development that otherwise wouldn’t be possible.

-Combat : I would say a benchmark. The way you can customize your fighting style to what you want to do is ridiculous. Everyone can find their style.

-Visuals, graphics : THE benchmark. Demanding, of course, but in 2026, doable. And stunning. The game is extremely beautiful.

-The story, worldbuilding : This is the best part of the game by a longshot, and that’s saying something. The game treats you like a ♥♥♥♥♥♥♥ adult for once, and you go through so many difficult, nail-biting, decisions that genuinely make you question who you are as a person. Not only is it very entertaining and downright inspirational, but very believable as well. You genuinely feel like a part of the story that is happening, somewhere, not so far away. 

Overall, i have not played a better game in my life. And honestly? I’m pretty sure that if CDPR doesn’t knock it out the park with the Witcher 4 or project Orion, i’ll never will :)",111.18333333333334
True,literally one of the best to ever exist,27.95
True,"Liked: story, some of the locations, some of the music, Keanu, looting, character building, graphics
Dislike: animations, NPCs, too many ""disruptions"" and ""fainting"" in main story, enemies mostly sponges, increasing difficulty making enemies ultra aim only.",56.71666666666667
True,"Impressive game.
Grafics are good and well optimized, while keeping a great Atmosphere with NC.
Approved👌
",59.266666666666666
True,"Very good, you should play.",274.68333333333334
True,"Wake the ♥♥♥♥ up, Samurai. We got lifespan to burn in the City of glitches.",869.3333333333334
True,The visuals are too magnificent to miss and the world design is next to none !!!,50.63333333333333
True,"I saw corps strip farmers of water... and eventually of land.
Saw them transform Night City into a machine fueled by people's crushed spirits, broken dreams, and emptied pockets.
Corps've long controlled out lives, taken lots... and now their after our souls.
V, I've declared war not because capitalism's a thorn in my side or outta nostalgia for an America gone by.
This war's a people's war against a system that's spiraled outta our control.
It's a war against the ♥♥♥♥♥♥' forces of entropy, understand?
Do whatever it takes to stop 'em, defeat 'em, gut 'em.
If I gotta kill, I'll kill. If I need you body, I'll ♥♥♥♥♥♥' take it!
♥♥♥♥♥♥' hell... You still don't see it. But you will one day,",118.41666666666667
True,alt baddie.,67.46666666666667
True,Best Game,59.983333333333334
True,"Choom´s this is The best game I've ever played in my entire ♥♥♥♥♥♥♥ life, NOVA.",211.31666666666666
True,peak,53.78333333333333
True,Im glad I haven't played it on realese,19.7
True,"Cyberpunk 2077 is easily a 9/10 and is definitely in my top 5 favorite games.

The game has come a looong way since launch, speaking as someone who SOMEHOW played through the initial release on PS5. There's still plenty of.. quarks but not nearly as many game breaking bugs as before. More likely than not, it's actually one of my mods that breaks the game now.

The world is big but not massive. Everything is very densely packed together for the most part, and I think that works for the benefit of the game. There's a very solid variety of cars, and even some cyberware that makes traversal a lot of fun.

The story is really good, basically from start to finish. There's absolutely some areas that could've been fleshed out more but overall I think it's fine. The ""Choose Your Path"" and Jackie downfalls have been spoken about enough and are what I feel weigh down the start of the game the most, but beyond that I think the main story holds up perfectly well. There's ample side missions to take part in, a lot of which have self contained stories, some short, some a bit longer. There's rarely anything that's as simple as ""go to point A, talk to NPC, go to Point B, kill some bad guys"" that a lot of Open World RPG's/FPS games tend to lean on.

There's plenty of opportunity to make interesting builds if you pay attention to your weapons, cyberware, and skills. Although I tend to lean on mowing through people with A shotgun, Katana, and Rifle combo, playing around with the Netrunner and stealth side of the game is equally as fun and rewarding.

Visually, needless to say, the game looks great. I'm a glutton for pain so I choose to play with Path Tracing so my performance is.. questionable to say the least but without Path Tracing, whether on normal Ray Tracing or neither RT or PT, the game runs pretty well for modern standards (which is a low bar, but still). The game is very CPU dependent which is my primary bottleneck so results may vary.

Gunplay in the beginning feels kinda sluggish and sometimes unresponsive but within an hour, maybe 2, you can get enough skills/guns to vastly improve the feeling of combat. At surface level, combat is nothing crazy but if you mix in the Netrunner and various other abilities, you can add a lot of depth to the combat and how you approach missions.

And finally, Panam is the only romance option that's worth it and I will die on this hill.

There's so much to say about this game but most of my complaints are minor issues that can easily be looked past and likely won't ruin your overall experience. I highly recommend this game and look forward to the sequel.",129.73333333333332
True,its not gay,55.983333333333334
True,good,119.86666666666666
False,"I discuss the story.





The story is very weak. You're motivated by 'becoming a legend' and then by just surviving. And what are you trying to survive? A completely contrived situation. The entire story was built around one dumb decision that no rational person would make (putting the chip in their own head). Johnny does nothing and is just a hitchhiker the whole game. The dialogue options are so limited, you have very little freedom with regard to narrative story decisions.

And that's a big deal too because this game makes you spend so much time on the story. Many hours of dialogue options that mostly lead to the same outcomes anyway and cutscenes and walking with super slow NPCs or being a passenger in their car. 

I do actually have fun with the gameplay when the game lets me play. But everything to do with this story, V's motivations or personality and my inability to make any real decisions in the story made me so bored. I finished the main storyline and wasn't a fan of any part of it. 

It also annoys me that you can't fully turn off music in this game. I don't like the music and wanted it off but it kept playing from multiple sources throughout the whole game.",46.916666666666664
True,"the game is good, i enjoyed the gameplay and it seems like there is a lot to come  back to after beating the game  but im not going to. for me not much point in playing a single player story mode game over n over, even though its got all the different loot. i believe this game would had been better without all these cutscene and interactive choice scenes, nearly put me to sleep or scroll on my phone. seems like much of the development effort to make all this boring ♥♥♥♥ where the game moves smoother and better without it. i literally sped through every boring diaolgue option clicked randomly AND SKI[[ED EVERY SCENE I COULD TO SPARE MYSELF the headache. the last mission being by far the worse offender. in the next game can we do less of that and just have a gameplay center game that doesnt have all the movie like ♥♥♥♥ that slows the game and bores. seems like a weak attempt to extend the time it took to play through story which with out the movie crap and braindance scenes, the story is a fast playthrough only took me 17 hours. so weird of a choice considering if i wanted to play again there is a lot to do.",17.0
True,very wow,54.233333333333334
True,"This game has some flaws like janky driving weird unarmed hitboxes, but this does not even come close to stop this game from becoming an absolute masterpiece. The story and characters are easily the best I have seen in any game. Night City is a place that feels alive and packed with stuff and it has so much charm and asthetic that stoping and looking around anywhere can easily leave you stunned from the view. And Phantom Libery DLC is definetly the best DLC in any DLC you can find anywhere. It shows the devs dedication and heart put into the game. The game is very deep and has a high replayability. I have played nearly all of the major singleplayer games for the last 15 years with many over 100hrs and I can confidently say I choose this as my absolute number 1.",137.66666666666666
True,"Cdpr Games hits you hard every time you play. They make so much depth in enviroments The lore The story . the caharacters of cyberpunk is well written everyone has weight to it my fav. would be Victor but anyways as for of the world of cyberpunk THE ads man THE ADS they nailed it some ads are oversexualied some are gross and in one ad they were selling water 99/gallon means cyberpunk universe has crisis. The life of npcs The gangs all are so difficult in my first playthrough i learned amny things about the cyberchsyco people also amany sad stories and corpo thing it is so good written thing we tend to hate arasaka and jhonny silverhand i liked this caracter and my boy jackie.overall in 2026 ist all fixed only one or two glitches i faced no issues in quests .
I PLAYED CYBERPUNK ON GFORCE NOW PERFORMANCE TIER WITH PATH TRACING SO THE SPECS ARE OF GFORCE NOW.
TALking about visuals its gorgeous nightcity colours night city towers skyscapers i will never forget . 
and at last my favourite part the gameplay and combact My good its just awesome so good. many ♥♥♥♥ you can do have gorilla arms throw enemies wuack beat thhe hell out of it . mantis blade slice the ♥♥♥♥ out of enenmies.and my fav. katana and air dash the skill tree is also good. and man brutality of finishers. the guns and shotguns have weight boom boom and for scandvestian time slowing powers is a must i loved this mecahanic and many implants more impalnts V.
and the endings some are depressing and one secert ending my good the best ending cdpr should carry the weight and power of V in sequel not nerf it PLEASE 
at last a 10/10 game loved every bit soundtrack gameplay visulas story evrything I WILL DO ANOTHER PLAYTHROUGH SOON . 
",45.21666666666667
True,great settings. Love the futuristic vibes. Graphics are insane. Story is great. Overall worth it,15.616666666666667
True,gg,62.65
False,"I know a lot of people love this game, but this game kind of blows and every aspect is really subpar.  Some individual things:
1. All the characters are pretty edgy and I didn't super like any of them except River
2. The entire open world is fairly pointless as the main quest line is fairly short and only brought me to a few places
3. The entire car and driving aspect is fairly pointless as there are no quests where I needed a great car, and I mostly just fast traveled around using the fast travel points.
4. I played on the hardest difficulty and most of the game was extremely easy.  Rarely upgraded my enhancements or added mods to my guns.  Just one-tapped enemies with takedowns or snipers.  Takedowns are completely overpowered and allowed me to insta-kill any enemy if I was behind them undetected, even crazy jacked up brutes.
5. Final boss hard counters stealth and long range builds, required re-watching a cutscene every time I died, and was so difficult that my choices were to either load a save before I started the final mission and do a lot of build tuning + spending >60 minutes replaying the final mission, or lower the difficulty.  I chose the latter.
6. Cutscenes involving cars are pretty bad.  Vehicles move in very unrealistic ways.  People in a car don't even bob their head as the car moves.  Really unpolished.
7. The AI is bad.  Like, ridiculously bad.  Super super simple.  So bad that in the final mission, when there are a ton of reinforcements coming, a good number of them just sat there beyond the final wall and just stood there as I slowly peeked and one shot each of them with a sniper.
8. Cyber enhancements are largely minor and don't really make a lot of difference for the build I did, as the AI is super bad.
9. The game almost feels like Borderlands with its tiered guns, bright colors for component loot, and damage pop-ups.
10. Story is whatever.  Lots and lots and lots and lots of waiting for characters to talk and to walk.  Holy moly so much waiting.

I'm sure there's more that I'm missing, but I'm tired of playing this game and tired of writing this review.  Overall, everything that's done in this game was just done better in other games.  GTA has a far better open world.  Deus Ex has far better gameplay and story.  Borderlands has far better loot.  Almost any game out there has better AI.  It's just really annoying to be playing such a mindlessly easy game, filled with waiting sections, and then get to a final mission (that's actually super quick if you ignore side content) that is again super easy but then get to a final boss that is ridiculously hard.  At no point in the game did I feel that I had experienced something new, something innovative, something polished, or something meaningful.  It's an arcade style game that tries hard to be taken seriously, but lacks the depth to do so.  Truly the definition of a game that is as wide as the ocean but as deep as a puddle.",35.55
True,great game,109.86666666666666
True,good,51.68333333333333
True,Fun,19.866666666666667
True,"Sons, ts a lovely game, just remember to not save that japanese old man in act 2.",25.066666666666666
True,"10/10 Watched Edgerunners, cried for two days, then bought the game to beat Smasher with a dildo.",102.91666666666667
True,"Beautiful Night City. Realism gameplay . Deep stories , characters , gigs ,... You can build rune base on your play-style. Most important is dev put a soul on this game. Great work . Thank you .",63.35
True,10/10,32.35
True,"Absolutely incredible game. The acting is incredible, the story is amazing, the combat is fun and doesn’t feel repetitive, there’s so much to do and it’s all fun. My one complaint is that I think that certain missions take too long for people to call back and the game should have a better way of indicating where a special item is that you could miss.",133.45
True,amaze,101.56666666666666
True,goat game,136.3
True,visually appealing,13.95
True,life changing fr,56.53333333333333
True,im chromatose,42.31666666666667
True,good,7.933333333333334
True,Jerm!,15.783333333333333
True,pretty frickin cool dod,58.28333333333333
True,"I`m nearly at the end of my first playthrough and will most certainly miss Night City when it`s all over. Doing every little piece of content (personal morality allowing) has been joyful and the Phantom Liberty DLC is a wonderful addition to the main game. 
For me, each plotline had just the right balance of drama and humour and kept me on my toes with the decision-making, trying to be a good(ish) person while doing bad things in a bad city. So along with this and the differing approaches to combat, the character I created made this very much MY Night City story.

[u] Bugs [/u]
I`ve experienced very few bugs. The main one was auto-drive not always taking me to the Dogtown entrance (which can be a little annoying if you don`t know to check on the way) and another was a single mission which consistently alerted everyone in the room to my presence, but only if I used stealth (a quick look online solved that). Other than that, I experienced one CTD which was caught by an autosave (losing no progress) and a couple of occurrences of one of the many npc`s being weird. For such a deep, vibrant city experience I`d call that a win.",245.9
True,👍,133.25
True,"a very good open world game in my opinion, and very good storyline",20.133333333333333
True,J,9.3
True,peak gameplay and you get to have smexy time in tank if your a guy in game,23.333333333333332
True,"Absolutely amazing game. Very few RPGs truly lock me in and get me dedicated to investing lots of time into fully discovering the universe and lore, but this one nailed it. Good writing and good voice acting carried it to the end fantastically, in a way that had me staring at the end credits reeling when i beat the game and got one of the endings. Mainly due to the fact that as you get closer to the end the narrative's stakes get super high, and then, at least in the ending i got reached a conclusion that had me in a state of emotional shock. 

So overall i would highly recommend getting this game, although due to the price i would just wait for a sale that is what i did and it was certainly worth the wait. 10\10",113.1
True,"Still quite buggy, crashes a lot, game wouldn't load for an entire day however the graphics, story and everything else in the game is great.",84.45
True,"picked this up recently this month and its amazing. i understand and have heard about how bad the games release was but in its current state its a worldbuilding masterpice. super easy to get immersed in and an easy ish plot to follow. ive only played on normal difficulty so far and it is very easy but i dont really think thats a bad thing. i already play alot of high skill sceeling games like ultrakill, hollow knight and helldivers two so its nice to have a game to just turn my brain off too and watch as i tear a man in half with my op sandevistan. only real flaws i can think off is the bosses are too few and are kinda lackluster. they trade difficulty for length and it just donesnt feel fun like that. and the driving physics are kind of bad and unpredictable at times. story is great and all of the charachters feel like they could be real people in this world. the attentiom to detail is also very VERY good, all of the tv you can watch is filled with propaganda and biased views, which dose a great job of making you feel like you live in a world where youre corprate overlords control everything around you. although another much smaller gripe i have with the game is the secret ending with silverhand. unless if youre using a tutorial or you get insanly lucky youll never find it. fortunetly i was lucky enough to pick all of the right diaologue at silverhands grave and start the secret ending quest afterwards. not that i knew that of course because it dosent imply to you AT ALL that you did something. i get that its a secret ending and all but secrets are meant to be discovered, not found for free on a 5 minuet tutorial on youtube because its nearly impossible otherwise. it makes up for this in other areas though so its something i can tolerate, especially with how lively everything in the world feels. i know this is basically just an autistic ramble about my obsession for the month at this point but oh well. solid 9/10 game (would have been 8/10 if i couldnt get rebeccas shotgun) top notch worldbuilding and story, fun combat, havent played the dlc but i intend to after getting all of the base game endings, the anime is peak fiction that somehow manages to surpass the game so extra points for that. tuff game.",80.43333333333334
True,"Wake the f*ck up, Samurai. We have peak to experience",157.31666666666666
True,"This game series has a permanent chokehold on me, getting into the tabletop roleplaying ones now too :3",267.75
True,improved well as compared to launch . and it has really unique experience as compared GTA and RDR .. Multiple Endings with emotion makes this game perfect with Good RPG shooter and equipments refered as cyberware makes experience lot batter and makes us progress more and more to invest our time makes it worth while. absolutely worth buying,81.4
False,"oK REALLY A MIXED BAG HERE. RIDDLED WITH CRASHES, (YOU'LL BE ON YOUR HOME SCREEN - BACK TO THE GAME - BACK 2 HOURS AND PISSED AF). IT COULD'VE BEEN AMAZING IT'S SO DETAILED AND GOOD BUT NOT AT ALL PLAYABLE DON'T BUY, JUST WATCH GAMEPLAY ON YOUTUBE",176.86666666666667
True,AWESOME,78.48333333333333
True,"Pretty good, except for some minor bugs that are rather funny at times, especially when it involves character models. This game came really far from 1.0 and stuck the landing with the superb DLC. Wish I could play it blind again.
",140.88333333333333
True,"(Spoiler alert review , please don't read unless you have completed the game) 

I absolutely love this game , the story, futuristic tech & vibes, weapons, politics , philosophy , diff emotions you go through, clothes & customization, and a whole lot!!

Man, I can't describe this feeling after finishing this game & getting all endings (still need to do nomad life, tho).

The emptiness and disappointment I had after finding no good endings for V 

I am nearly 300 hrs in but still feel like there is so much to do!!!

I will 100% recommend everyone to go through Cyberpunk at least once thoroughly and have the time of their life. 

I will try to do a story run once in every 1-2 yrs. 

I can't thank you enough for this masterpiece CD PROJEKT RED",288.6333333333333
True,Love this game.,17.0
True,"Great story, night city looks absolutely incredible, and it even runs on my ♥♥♥♥♥♥♥ of a pc and looks incredible! 10/10 would recommend!",8.883333333333333
True,6 hours and then the game begins,32.083333333333336
True,good game,40.766666666666666
True,Outstanding,59.7
True,very good,36.85
True,pretty good game,124.58333333333333
False,fun and engaging world. very believable characters and story telling. but the game itself is over hyped as hell. nudity got this game overhyped 6.50 out of 10; also a ♥♥♥♥♥♥ skill true that was poorly implemented into the game. i would like to compare this game to original watch dogs which is incredible and would give that an 8 out of 10 at time of launch.,31.05
True,A good game.,74.38333333333334
True,Near future simulator!,179.36666666666667
True,"Hated this game at launch. Now I can't stop thinking about Night City.
Bought it day one in 2020, crashed every 20 minutes, refunded it, swore I'd never go back. Four years later I came back. Easily one of the best gaming decisions I've made.
Night City feels alive in a way no open world has for me. Not because it's massive but because it's dense. Every alley, rooftop, and abandoned room has something to say. Once I wandered into a random apartment with no quest marker, no objective, and found a heartbreaking story told entirely through text messages on a laptop someone left behind. No game has given me a moment like that before.
The characters are something else. V and Johnny Silverhand's dynamic has a depth I genuinely didn't expect going in. The side quests aren't filler either, some of them are more memorable than the main campaigns of other RPGs I've played.
Phantom Liberty is legitimately great. No regrets.
Honest criticism: crowd AI still feels thin. NPCs don't react dynamically enough when things go sideways around them. The city looks alive but the interactions beneath the surface are still shallow. And a lot of choices feel weighty in the moment but don't actually ripple outward into the world. For the sequel I'd love to see CDPR build something truly reactive, not just at major story beats but in the small everyday texture of living in that city. That's the version of Night City I want next.",3.1
False,"Don't buy unless under $10. Game breaking bugs. Not worth the effort, total garbage because of bugs.",698.8666666666667
True,very fun,143.96666666666667
True,fun :3,226.76666666666668
True,lots of choses of things to do,17.066666666666666
True,"Great game, fun to play, great story",64.13333333333334
True,a comment so steam stops nagging for a review,34.11666666666667
True,"The studio cook one of the best RPG ever! Love every minute of it.

The story, gameplay and universe is a masterpiece! The same can be said about the DLC!

I highly recommand it!",125.28333333333333
True,"17 hours in cyberpunk 2077 and somehow i spend half of that just looking around at night city instead of doing missions. The story? way better than i expected. The writing actually makes you care about the characters like, Jackie Welles feels like a real friend, and Panam Palmer... yeah, i get why people simp. Cyberware system is also super fun, There's a lot of ways to build your character, so it doesn't feel repetitive even after hours of playing, but i like netrunner build.",34.8
True,"this game prophesizes things that are happening right now. ie. they're trying to create an AI judge irl and i came across a lore shard talking about it.

This game runs really good too on my ""budget"" system.",102.26666666666667
True,ts tuff,28.35
True,"Possibly the best FPS game ever, peak world, The game is very immersive the open world is packed with things to do, the game is just really well at putting you in the shoes of V, the combat feels great you can do a variety of styles in it. Overall peak story, peak characters, peak gameplay, peak soundtrack. Just completed the story with one ending, still have a lot more to discover in Night City.

p.s: i  also like to mention that i do recommend a beefier pc/laptop than mine",54.38333333333333
True,Only played V2.0 to 2.3. So I enjoyed a flawless games with plenty of Mods to keep you exploring outside the beaten path! Recommended to adult gamers of all ages.,440.96666666666664
True,i LIKE IT,52.35
True,"I bought Cyberpunk at launch. It was an unfinished nightmare of bugs, unbalanced gameplay, and horrific instability. I was pretty sure I'd hate it forever but after coming back to it last year and beating it twice it's both one of the best fps games ever made and one of the best open world games ever made. The world feels densely packed like Sleeping Dogs while having the scope of something like Red Dead or Ghosts of Tsushima. The universe is absurdly well thought out and brought to life so vividly its hard to believe this is the mess I played years ago. Side quests are divided into jobs and gigs and while the gigs feel like a relic of late 2000s/early 2010s open world games the side jobs are almost all phenomenal and have a cinematic feel that many main stories in other games don't have. Gunplay and melee combat are snappy and satisfying, hacking is a blast and elevates fights in such a fun way, the driving isn't great but it's good enough I can play with a mouse and keyboard without wanting to grab a controller and through my PC through a wall. It's made better by the fact that there's some really fun vehicles, especially for people who are fans of the movies this is influenced by (yes of course I want to park the Akira bike next to the Blade Runner noodle shop). CD Projekt Red deserves all the grief they got for this game at launch but I've loved the story, characters, world, and gameplay that Cyberpunk has become now that it's. You know. A finished game.",193.53333333333333
True,Simply Amazing!,145.63333333333333
False,I fell asleep and couldn't do it anymore aha,8.8
True,i like,9.65
True,"This game had a rocky release, following that has been pure dedication to give the game that we not only deserved but the developers dreamed of. This is a masterclass of a game that will stick with you for ages to come. PLEASE BUY IT, this game is worth every penny you spend.",80.23333333333333
True,Goated,118.26666666666667
True,hi,93.1
